Scenario,Seed,NumDistractorLabels,CandidateSetSize,GroupIndex,SearchPhase,GroupSize,GroupFraction(%),RankStart,RankEnd,FeatureIndices0,FeatureIndices1,GroupWeightNorm,GapLowerBound,GapUpperBound,GapEstimate,Epsilon,EpsilonLower,EpsilonUpper,GapLower/Epsilon,GapUpper/Epsilon,GapLower/EpsilonUpper,GapUpper/EpsilonLower,RhoLower,RhoUpper,RhoEstimate,Status,FirstCertifiedNecessaryPrefix,ExactRefit,CertificateConverged,OptimizationGapRatio,SumSingletonLower,SumSingletonUpper,CertifiedSynergyLower,CertifiedSynergy,ElapsedSeconds
collective,128,0,2,1,Exponential,1,5.0,1,1,0,1,0.26513057947158813,1.4898123005181079e-05,1.4898134120364639e-05,1.4898124005181075e-05,0.001240135671189167,0.001240135671179167,0.001240135671290319,0.01201330092448293,0.01201330988735999,0.012013300923503062,0.012013309887456863,0.00012013300923503062,0.00012013309887456863,0.00012013301730846313,NonNecessary,False,True,True,8.063633868712922e-10,1.4898123005181079e-05,1.4898134120364639e-05,-1.111518356027789e-11,False,0.04013930005021393
collective,128,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3749512732028961,0.12289690669367188,0.12289690670724089,0.1228969066971257,0.001240135671189167,0.001240135671179167,0.001240135671290319,99.09956591751445,99.099565928456,99.09956590943138,99.0995659292551,0.9909956590943138,0.9909956592925511,0.9909956592029948,JointlyNecessary,True,True,True,2.7850335423909084e-09,2.9796246010362158e-05,2.9796268240729278e-05,0.12286711042543115,True,0.03491290000965819
collective,129,0,2,1,Exponential,1,5.0,1,1,0,1,0.2649420499801636,1.480541068230425e-05,1.4805424033821126e-05,1.4805418294263923e-05,0.0012397052216876515,0.0012397052216776515,0.0012397052217450473,0.011942686392938764,0.011942697162851354,0.011942686392385842,0.01194269716294769,0.00011942686392385843,0.0001194269716294769,0.0001194269253307558,NonNecessary,False,True,True,6.140136859095408e-09,1.480541068230425e-05,1.4805424033821126e-05,-1.3351516876277227e-11,False,0.03278449998470023
collective,129,0,2,2,Exponential,2,10.0,1,2,0;1,1;2,0.3746846616268158,0.1233945431259957,0.12339454313273526,0.1233945431269957,0.0012397052216876515,0.0012397052216776515,0.0012397052217450473,99.53539032288228,99.5353903283187,99.535390318274,99.5353903291216,0.9953539031827401,0.995353903291216,0.9953539032368892,JointlyNecessary,True,True,True,8.066433717514451e-10,2.96108213646085e-05,2.961084806764225e-05,0.12336493227792805,True,0.029675999947357923
collective,100,2,4,1,Exponential,1,5.0,1,1,0,1,0.2537858188152313,1.359311270916915e-05,1.3593124968791586e-05,1.3593116766691372e-05,0.0005058408289748783,0.0005058408289648783,0.0005058408290568993,0.026872312258218733,0.026872336494345464,0.026872312253861448,0.02687233649487671,0.0002687231225386145,0.00026872336494876707,0.0002687232027956061,NonNecessary,False,True,True,8.021341822049748e-09,1.359311270916915e-05,1.3593124968791586e-05,-1.225962243676167e-11,False,0.13571860000956804
collective,100,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3589073419570923,0.04989134768050985,0.04989134769113164,0.04989134768292954,0.0005058408289748783,0.0005058408289648783,0.0005058408290568993,98.6305272779545,98.63052729895277,98.63052726196177,98.63052730090261,0.9863052726196178,0.9863052730090262,0.98630527282738,JointlyNecessary,True,True,True,4.783500983069229e-09,2.71862254183383e-05,2.7186249937583173e-05,0.04986416143057227,True,0.059981999977026135
collective,101,2,4,1,Exponential,1,5.0,1,1,0,1,0.25340360403060913,1.3622679979283302e-05,1.362268968398508e-05,1.3622684287500604e-05,0.0005009550848916591,0.0005009550848816592,0.000500955084945624,0.02719341591717641,0.027193435289575397,0.027193415914247027,0.027193435290118223,0.0002719341591424703,0.0002719343529011822,0.0002719342451718354,NonNecessary,False,True,True,8.600007165747514e-09,1.3622679979283302e-05,1.362268968398508e-05,-9.70470177912811e-12,False,0.15343129995744675
collective,101,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35836678743362427,0.04904990655745871,0.04904990656637712,0.04904990656098064,0.0005009550848916591,0.0005009550848816592,0.000500955084945624,97.91278307528641,97.91278309308923,97.91278306473886,97.91278309504375,0.9791278306473886,0.9791278309504374,0.9791278308231685,JointlyNecessary,True,True,True,7.030422289960056e-09,2.7245359958566603e-05,2.724537936797016e-05,0.04902266117809074,True,0.05458419997012243
collective,102,2,4,1,Exponential,1,5.0,1,1,0,1,0.2539032995700836,1.3638192460699024e-05,1.3638220538623752e-05,1.3638211573920554e-05,0.0004997178422917213,0.0004997178422817214,0.0004997178423813683,0.027291786097037994,0.027291842284594955,0.027291786092141973,0.027291842285141095,0.00027291786092141973,0.000272918422851411,0.00027291824345065,NonNecessary,False,True,True,3.8248027042710834e-08,1.3638192460699024e-05,1.3638220538623752e-05,-2.8077924728837716e-11,False,0.1358479000045918
collective,102,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3590734601020813,0.04915381125031414,0.04915381126316274,0.049153811254198036,0.0004997178422917213,0.0004997178422817214,0.0004997178423813683,98.3631303314952,98.3631303572069,98.36313031384931,98.36313035917526,0.9836313031384931,0.9836313035917527,0.9836313033926737,JointlyNecessary,True,True,True,7.77216985695969e-09,2.7276384921398047e-05,2.7276441077247505e-05,0.04912653480923689,True,0.058222000021487474
collective,103,2,4,1,Exponential,1,5.0,1,1,0,1,0.25423580408096313,1.3692785653695466e-05,1.3692794517979203e-05,1.3692789313514333e-05,0.0004995749598738007,0.0004995749598638008,0.0004995749599258453,0.027408871047408873,0.027408888791059877,0.027408871044553477,0.027408888791608514,0.0002740887104455348,0.0002740888879160852,0.0002740887837327418,NonNecessary,False,True,True,7.3258653735866935e-09,1.3692785653695466e-05,1.3692794517979203e-05,-8.864283737369458e-12,False,0.11657190002733842
collective,103,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35954371094703674,0.04909188921923905,0.049091889229145154,0.04909188922394069,0.0004995749598738007,0.0004995749598638008,0.0004995749599258453,98.26731354117571,98.26731356100478,98.26731353093844,98.26731356297178,0.9826731353093844,0.9826731356297179,0.98267313550587,JointlyNecessary,True,True,True,9.411279554195855e-09,2.738557130739093e-05,2.7385589035958406e-05,0.04906450363020309,True,0.053280499996617436
collective,104,2,4,1,Exponential,1,5.0,1,1,0,1,0.25355103611946106,1.3617259272116745e-05,1.3617285460880916e-05,1.3617279469835242e-05,0.0005061405904363824,0.0005061405904263825,0.0005061405904962929,0.026904104372218532,0.026904156114293098,0.026904104369033965,0.02690415611482465,0.0002690410436903396,0.0002690415611482465,0.0002690414427757068,NonNecessary,False,True,True,3.990535216909652e-08,1.3617259272116745e-05,1.3617285460880916e-05,-2.6188764171654788e-11,False,0.15752400003839284
collective,104,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35857531428337097,0.04976914380308825,0.04976914381215548,0.04976914380616443,0.0005061405904363824,0.0005061405904263825,0.0005061405904962929,98.33067085210155,98.330670870016,98.3306708404624,98.33067087195873,0.9833067084046241,0.9833067087195873,0.9833067085817925,JointlyNecessary,True,True,True,6.077711531303402e-09,2.723451854423349e-05,2.7234570921761832e-05,0.04974190923216649,True,0.059418799995910376
collective,105,2,4,1,Exponential,1,5.0,1,1,0,1,0.2537442147731781,1.3605461066027889e-05,1.360546772977826e-05,1.3605465643103803e-05,0.0005092255344849499,0.0005092255344749498,0.0005092255345058165,0.026717947441086142,0.026717960527135286,0.026717947439991313,0.026717960527659967,0.0002671794743999131,0.0002671796052765997,0.0002671795642939408,NonNecessary,False,True,True,8.98830798214839e-09,1.3605461066027889e-05,1.360546772977826e-05,-6.663750370529777e-12,False,0.13019370002439246
collective,105,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.358848512172699,0.05016888495823721,0.05016888496264329,0.05016888496055662,0.0005092255344849499,0.0005092255344749498,0.0005092255345058165,98.5199711341654,98.51997114281791,98.51997113012833,98.51997114475262,0.9851997113012831,0.9851997114475263,0.9851997113872017,JointlyNecessary,True,True,True,4.554791572227643e-09,2.7210922132055778e-05,2.721093545955652e-05,0.05014167402277765,True,0.05972389999078587
collective,106,2,4,1,Exponential,1,5.0,1,1,0,1,0.2539617121219635,1.3698277265272946e-05,1.3698292803081074e-05,1.3698284631407558e-05,0.0005003947557870162,0.0005003947557770162,0.000500394755868733,0.02737494169723746,0.02737497274833851,0.027374941692767007,0.02737497274888558,0.00027374941692767007,0.0002737497274888558,0.0002737495641788456,NonNecessary,False,True,True,1.4720647081859583e-08,1.3698277265272946e-05,1.3698292803081074e-05,-1.5537808127803754e-11,False,0.10086559999035671
collective,106,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3591561019420624,0.04904491881291799,0.04904491882476578,0.04904491881659411,0.0005003947557870162,0.0005003947557770162,0.000500394755868733,98.01245565769489,98.01245568137178,98.012455641689,98.01245568333049,0.9801245564168901,0.9801245568333048,0.9801245566504133,JointlyNecessary,True,True,True,7.3464436168876284e-09,2.7396554530545892e-05,2.7396585606162148e-05,0.04901752222731183,True,0.05057710001710802
collective,107,2,4,1,Exponential,1,5.0,1,1,0,1,0.25427013635635376,1.367475214264296e-05,1.3674785856423248e-05,1.367476066062973e-05,0.0005081268909682498,0.0005081268909582499,0.0005081268912202079,0.0269120811862276,0.026912147535363785,0.026912081172883066,0.026912147535893417,0.0002691208117288307,0.00026912147535893417,0.00026912097949730816,NonNecessary,False,True,True,1.6763503198798736e-08,1.367475214264296e-05,1.3674785856423248e-05,-3.3713780289083665e-11,False,0.12207859999034554
collective,107,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3595922887325287,0.04972907992350674,0.0497290799503882,0.049729079925192404,0.0005081268909682498,0.0005081268909582499,0.0005081268912202079,97.86744375749649,97.86744381039954,97.86744370896827,97.86744381232556,0.9786744370896828,0.9786744381232557,0.9786744376081389,JointlyNecessary,True,True,True,3.3174090334942794e-09,2.734950428528592e-05,2.7349571712846496e-05,0.04970173035179389,True,0.05654110002797097
collective,108,2,4,1,Exponential,1,5.0,1,1,0,1,0.25393709540367126,1.3633641434739616e-05,1.3633665827149607e-05,1.36336495021762e-05,0.000498394575926613,0.0004983945759055589,0.0004983945760898629,0.027355115992970046,0.027355164934935245,0.027355115984009838,0.027355164936090835,0.00027355115984009843,0.0002735516493609084,0.0002735513217981672,NonNecessary,False,True,True,1.618684662528246e-08,1.3633641434739616e-05,1.3633665827149607e-05,-2.4392409990594893e-11,False,0.13669479999225587
collective,108,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35912126302719116,0.0490300551539739,0.04903005517514542,0.049030055158820446,0.000498394575926613,0.0004983945759055589,0.0004983945760898629,98.37598064308271,98.37598068556215,98.37598061085951,98.37598068971793,0.9837598061085953,0.9837598068971795,0.9837598065280702,JointlyNecessary,True,True,True,9.724314326953476e-09,2.7267282869479232e-05,2.7267331654299213e-05,0.0490027878223196,True,0.052792000002227724
collective,109,2,4,1,Exponential,1,5.0,1,1,0,1,0.253896027803421,1.3610193679774421e-05,1.361021343126925e-05,1.3610202514664055e-05,0.0005034128785833115,0.0005034128785733115,0.0005034128786924776,0.02703584723155235,0.027035886466732197,0.027035847225689573,0.02703588646726925,0.00027035847225689576,0.0002703588646726925,0.00027035864781539665,NonNecessary,False,True,True,1.754998741187601e-08,1.3610193679774421e-05,1.361021343126925e-05,-1.9751494829202713e-11,False,0.11930039996514097
collective,109,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35906320810317993,0.049398128746145756,0.04939812876035355,0.04939812874943694,0.0005034128785833115,0.0005034128785733115,0.0005034128786924776,98.12647003620646,98.1264700644294,98.12647001492753,98.12647006637863,0.9812647001492755,0.9812647006637863,0.9812647004274421,JointlyNecessary,True,True,True,6.537747503666281e-09,2.7220387359548842e-05,2.72204268625385e-05,0.049370908319283216,True,0.06948419997934252
collective,110,2,4,1,Exponential,1,5.0,1,1,0,1,0.25420165061950684,1.3675673444807726e-05,1.3675723675763024e-05,1.367568262533223e-05,0.0005081714940649857,0.0005081714940549858,0.0005081714944754901,0.026911532040911488,0.0269116308873755,0.02691153201917217,0.02691163088790507,0.0002691153201917217,0.0002691163088790507,0.0002691155010671134,NonNecessary,False,True,True,1.806579987302776e-08,1.3675673444807726e-05,1.3675723675763024e-05,-5.023095529846616e-11,False,0.11686100001679733
collective,110,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3594954311847687,0.04988061526488356,0.049880615308581226,0.04988061526753079,0.0005081714940649857,0.0005081714940549858,0.0005081714944754901,98.15705101023387,98.15705109622387,98.15705093094194,98.15705109815542,0.9815705093094194,0.9815705109815542,0.9815705101544319,JointlyNecessary,True,True,True,5.209318059951666e-09,2.735134688961545e-05,2.7351447351526048e-05,0.04985326381753204,True,0.05557029996998608
collective,111,2,4,1,Exponential,1,5.0,1,1,0,1,0.2538571059703827,1.3673561080988924e-05,1.3673583245754244e-05,1.3673567461884952e-05,0.0005039601972796056,0.0005039601972694629,0.0005039601974374443,0.02713222424072233,0.027132268221904652,0.027132224232224604,0.02713226822245072,0.00027132224232224604,0.00027132268222450714,0.00027132236902230246,NonNecessary,False,True,True,1.2661507840863347e-08,1.3673561080988924e-05,1.3673583245754244e-05,-2.216476532003399e-11,False,0.11793040001066402
collective,111,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35900816321372986,0.049545212329766206,0.04954521234900082,0.04954521233321695,0.0005039601972796056,0.0005039601972694629,0.0005039601974374443,98.311756756214,98.31175679438093,98.31175672542307,98.31175679635955,0.9831175672542307,0.9831175679635954,0.9831175676306124,JointlyNecessary,True,True,True,6.847254780658798e-09,2.7347122161977848e-05,2.7347166491508488e-05,0.0495178651632747,True,0.052458600024692714
collective,112,2,4,1,Exponential,1,5.0,1,1,0,1,0.2531925439834595,1.3575205034511658e-05,1.3575245718599432e-05,1.3575215950975246e-05,0.0004936732679473617,0.0004936732679373617,0.000493673268245038,0.02749835957485777,0.027498441985817437,0.02749835955827674,0.027498441986374453,0.0002749835955827674,0.0002749844198637445,0.00027498381687587577,NonNecessary,False,True,True,2.21127298800144e-08,1.3575205034511658e-05,1.3575245718599432e-05,-4.0684087773562865e-11,False,0.12101390003226697
collective,112,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3580683171749115,0.04842418083326055,0.04842418086616753,0.048424180836399905,0.0004936732679473617,0.0004936732679373617,0.000493673268245038,98.0895340649148,98.08953413157221,98.08953400576854,98.08953413355916,0.9808953400576855,0.9808953413355914,0.9808953407127399,JointlyNecessary,True,True,True,6.359186154768029e-09,2.7150410069023316e-05,2.7150491437198864e-05,0.04839703034182335,True,0.05390330002410337
collective,113,2,4,1,Exponential,1,5.0,1,1,0,1,0.2539307177066803,1.3603410280394455e-05,1.3603474780345627e-05,1.3603420562047588e-05,0.0005059667469420027,0.0005059667469320026,0.0005059667474841856,0.026885976919652724,0.026886104398289538,0.026885976890842298,0.026886104398820918,0.000268859768908423,0.0002688610439882092,0.00026885997240460755,NonNecessary,False,True,True,2.0320808111250143e-08,1.3603410280394455e-05,1.3603474780345627e-05,-6.449995117170746e-11,False,0.13168819999555126
collective,113,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3591122627258301,0.04993207774303884,0.04993207780023918,0.04993207774602088,0.0005059667469420027,0.0005059667469320026,0.0005059667474841856,98.6864809690001,98.68648108205169,98.68648086324983,98.68648108400215,0.9868648086324983,0.9868648108400215,0.9868648097489388,JointlyNecessary,True,True,True,5.893752499784529e-09,2.720682056078891e-05,2.7206949560691253e-05,0.04990487079347815,True,0.061965900007635355
collective,114,2,4,1,Exponential,1,5.0,1,1,0,1,0.25429388880729675,1.3664305637770013e-05,1.3664330260152442e-05,1.3664321749277757e-05,0.0005052880462117378,0.0005052880462017379,0.0005052880462968466,0.02704260617327977,0.027042654902678008,0.027042606168724816,0.027042654903213195,0.0002704260616872482,0.000270426549032132,0.00027042638059068206,NonNecessary,False,True,True,3.1885788353167354e-08,1.3664305637770013e-05,1.3664330260152442e-05,-2.462238242918887e-11,False,0.12226100004045293
collective,114,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3596258759498596,0.049733607261125246,0.04973360727268021,0.04973360726416934,0.0005052880462117378,0.0005052880462017379,0.0005052880462968466,98.42624941157759,98.42624943444567,98.42624939499905,98.42624943639358,0.9842624939499905,0.9842624943639358,0.9842624941760205,JointlyNecessary,True,True,True,6.024475107137561e-09,2.7328611275540026e-05,2.7328660520304884e-05,0.04970627860060494,True,0.056795199983753264
collective,115,2,4,1,Exponential,1,5.0,1,1,0,1,0.2540684938430786,1.368390589457692e-05,1.3683925063861222e-05,1.3683919356084545e-05,0.0004982737390191708,0.0004982737390031912,0.0004982737390762485,0.027462627112384185,0.027462665583776115,0.027462627109238316,0.027462665584656834,0.0002746262710923831,0.00027462665584656833,0.00027462654128673764,NonNecessary,False,True,True,2.701628962186774e-08,1.368390589457692e-05,1.3683925063861222e-05,-1.916928430192291e-11,False,0.13625250000040978
collective,115,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35930711030960083,0.04884845736292829,0.04884845737238592,0.048848457366678144,0.0004982737390191708,0.0004982737390031912,0.0004982737390762485,98.03538404228217,98.03538406126297,98.03538403105213,98.03538406440694,0.9803538403105213,0.9803538406440694,0.9803538404980787,JointlyNecessary,True,True,True,7.525687695223588e-09,2.736781178915384e-05,2.7367850127722444e-05,0.048821089512800564,True,0.05345489998580888
collective,116,2,4,1,Exponential,1,5.0,1,1,0,1,0.25410956144332886,1.3669467493047211e-05,1.3669479286380746e-05,1.3669471393838576e-05,0.0005059006535980796,0.0005059006535880797,0.0005059006536770051,0.027020062923079607,0.027020086234639796,0.02702006291886421,0.02702008623517389,0.0002702006291886421,0.0002702008623517389,0.00027020070633667324,NonNecessary,False,True,True,7.710587761577626e-09,1.3669467493047211e-05,1.3669479286380746e-05,-1.1793333535214598e-11,False,0.12428099999669939
collective,116,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35936516523361206,0.04967998981041415,0.049679989821044025,0.049679989813151484,0.0005059006535980796,0.0005059006535880797,0.0005059006536770051,98.20107852614709,98.20107854715887,98.20107851082676,98.20107854909996,0.9820107851082677,0.9820107854909997,0.982010785315579,JointlyNecessary,True,True,True,5.410809029039809e-09,2.7338934986094422e-05,2.7338958572761492e-05,0.04965265085184139,True,0.06043610000051558
collective,117,2,4,1,Exponential,1,5.0,1,1,0,1,0.25413963198661804,1.3646741405675213e-05,1.3646762321387167e-05,1.3646747623969322e-05,0.0004997833902615771,0.0004997833902398879,0.0004997833904085513,0.027305312004332054,0.027305353853886,0.027305311996302227,0.02730535385507098,0.00027305311996302225,0.0002730535385507098,0.0002730532444631038,NonNecessary,False,True,True,1.2441978281472601e-08,1.3646741405675213e-05,1.3646762321387167e-05,-2.0915711953804002e-11,False,0.12399769999319687
collective,117,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3594077229499817,0.04929739630024845,0.04929739631776126,0.049297396303063845,0.0004997833902615771,0.0004997833902398879,0.0004997833904085513,98.63752429717029,98.63752433221109,98.63752426816339,98.63752433649168,0.9863752426816338,0.9863752433649169,0.9863752430280351,JointlyNecessary,True,True,True,5.633223456514917e-09,2.7293482811350427e-05,2.7293524642774335e-05,0.04927010277560568,True,0.0576279999804683
collective,118,2,4,1,Exponential,1,5.0,1,1,0,1,0.2541140913963318,1.3635352496566672e-05,1.3635368911734064e-05,1.3635365340372118e-05,0.0005036738346141485,0.0005036738346041484,0.0005036738346498621,0.027071790431624,0.027071823022491864,0.027071790429704437,0.027071823023029355,0.00027071790429704444,0.0002707182302302935,0.00027071815931867536,NonNecessary,False,True,True,2.550024353805975e-08,1.3635352496566672e-05,1.3635368911734064e-05,-1.6415167392280468e-11,False,0.11823869997169822
collective,118,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3593715727329254,0.04962932278149587,0.04962932278687223,0.04962932278330087,0.0005036738346141485,0.0005036738346041484,0.0005036738346498621,98.5346455797443,98.5346455904186,98.5346455727576,98.53464559237493,0.985346455727576,0.9853464559237491,0.9853464558332798,JointlyNecessary,True,True,True,3.5836687841741596e-09,2.7270704993133344e-05,2.727073782346813e-05,0.04960205204367241,True,0.05488559999503195
collective,119,2,4,1,Exponential,1,5.0,1,1,0,1,0.2536558210849762,1.3617309853775398e-05,1.3617320597705574e-05,1.3617316449256829e-05,0.0005023818547289097,0.0005023818547189097,0.0005023818547703941,0.027105496995156075,0.027105518381139816,0.027105496992917828,0.027105518381679357,0.00027105496992917827,0.00027105518381679357,0.00027105510123578947,NonNecessary,False,True,True,1.3128422787341661e-08,1.3617309853775398e-05,1.3617320597705574e-05,-1.0743930176543336e-11,False,0.11790680000558496
collective,119,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3587234914302826,0.049196454117413795,0.04919645412386024,0.0491964541197118,0.0005023818547289097,0.0005023818547189097,0.0005023818547703941,97.92641524435768,97.92641525718946,97.92641523627138,97.92641525913871,0.9792641523627137,0.9792641525913871,0.9792641524893191,JointlyNecessary,True,True,True,4.574219994323418e-09,2.7234619707550796e-05,2.723464119541115e-05,0.049169219476218384,True,0.05311679997248575
collective,120,2,4,1,Exponential,1,5.0,1,1,0,1,0.253803551197052,1.3631736456677602e-05,1.3631830162664637e-05,1.3631744833378302e-05,0.0004975715741778009,0.0004975715741617264,0.0004975715750310937,0.027396533813658884,0.027396722140307545,0.027396533766676164,0.02739672214119262,0.0002739653376667616,0.0002739672214119262,0.00027396550648826196,NonNecessary,False,True,True,1.683516723445258e-08,1.3631736456677602e-05,1.3631830162664637e-05,-9.370598703451263e-11,False,0.10708009998779744
collective,120,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35893240571022034,0.048772428235426095,0.04877242832405142,0.04877242823872213,0.0004975715741778009,0.0004975715741617264,0.0004975715750310937,98.02092958388712,98.02092976200285,98.0209294157896,98.0209297651695,0.9802092941578959,0.980209297651695,0.9802092959051137,JointlyNecessary,True,True,True,6.624249165340361e-09,2.7263472913355204e-05,2.7263660325329273e-05,0.048745164575100766,True,0.05500569997821003
collective,121,2,4,1,Exponential,1,5.0,1,1,0,1,0.25406429171562195,1.3605378508532002e-05,1.3605392020220626e-05,1.3605385248206142e-05,0.0005028023281286468,0.0005028023281186467,0.0005028023281963669,0.027059100062581526,0.027059126935346164,0.02705910005893706,0.027059126935884335,0.0002705910005893706,0.0002705912693588433,0.0002705911346680375,NonNecessary,False,True,True,1.3404222326640055e-08,1.3605378508532002e-05,1.3605392020220626e-05,-1.3511688624646143e-11,False,0.11650119995465502
collective,121,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3593011796474457,0.04950157426288398,0.04950157427201033,0.04950157426523832,0.0005028023281286468,0.0005028023281186467,0.0005028023281963669,98.45136248099975,98.45136249915072,98.45136246773978,98.45136250110878,0.9845136246773979,0.9845136250110879,0.9845136248568219,JointlyNecessary,True,True,True,4.682431721038166e-09,2.7210757017064003e-05,2.7210784040441253e-05,0.049474363478843535,True,0.05645089998142794
collective,122,2,4,1,Exponential,1,5.0,1,1,0,1,0.2542368769645691,1.3660343041750796e-05,1.3660357092470486e-05,1.3660348243753036e-05,0.0005026629191209241,0.000502662919110924,0.0005026629192094112,0.02717595136247671,0.02717597931504523,0.02717595135769274,0.027175979315585873,0.0002717595135769274,0.0002717597931558587,0.00027175961711364686,NonNecessary,False,True,True,1.034888799598058e-08,1.3660343041750796e-05,1.3660357092470486e-05,-1.4050719690793549e-11,False,0.10919129999820143
collective,122,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3595452308654785,0.04944301982147077,0.049443019834938706,0.049443019826089986,0.0005026629191209241,0.000502662919110924,0.0005026629192094112,98.36217859065195,98.36217861744512,98.36217857333659,98.36217861940194,0.9836217857333658,0.9836217861940195,0.9836217859984144,JointlyNecessary,True,True,True,9.189486152918555e-09,2.732068608350159e-05,2.7320714184940973e-05,0.04941569910728583,True,0.055671799986157566
collective,123,2,4,1,Exponential,1,5.0,1,1,0,1,0.2540249228477478,1.3694310293010329e-05,1.3694326354104592e-05,1.3694314019942503e-05,0.0005036874550194746,0.0005036874550094746,0.0005036874551428163,0.02718811071536584,0.02718814260239043,0.02718811070870809,0.027188142602930215,0.0002718811070870809,0.00027188142602930214,0.00027188118114661054,NonNecessary,False,True,True,7.3992952149843946e-09,1.3694310293010329e-05,1.3694326354104592e-05,-1.6061094262618592e-11,False,0.1237884999718517
collective,123,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35924550890922546,0.04960867570806043,0.04960867572243619,0.04960867571010203,0.0005036874550194746,0.0005036874550094746,0.0005036874551428163,98.49098923089588,98.49098925943692,98.49098920677767,98.49098926139233,0.9849098920677767,0.9849098926139231,0.9849098923494919,JointlyNecessary,True,True,True,4.0533178026954635e-09,2.7388620586020658e-05,2.7388652708209183e-05,0.04958128705535222,True,0.05714150000130758
collective,124,2,4,1,Exponential,1,5.0,1,1,0,1,0.25398626923561096,1.3679772199796675e-05,1.3679784801075257e-05,1.3679778583348132e-05,0.0004983621373804899,0.0004983621373528317,0.0004983621374426672,0.02744946129274751,0.027449486578132648,0.027449461289322828,0.027449486579656047,0.00027449461289322827,0.00027449486579656044,0.0002744947410180939,NonNecessary,False,True,True,1.2809061934726394e-08,1.3679772199796675e-05,1.3679784801075257e-05,-1.2601278581800962e-11,False,0.1486121999914758
collective,124,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.35919082164764404,0.04900692267243351,0.049006922681098755,0.04900692267488103,0.0004983621373804899,0.0004983621373528317,0.0004983621374426672,98.33596695372078,98.33596697110822,98.33596694145207,98.33596697656569,0.9833596694145206,0.9833596697656569,0.9833596695863189,JointlyNecessary,True,True,True,4.91111660883504e-09,2.735954439959335e-05,2.7359569602150515e-05,0.048979563102831365,True,0.05572340002981946
collective,125,2,4,1,Exponential,1,5.0,1,1,0,1,0.2537138760089874,1.3618823206975749e-05,1.3618886736306425e-05,1.3618832336778999e-05,0.0005009471556812535,0.0005009471556671573,0.0005009471562252488,0.0271861473860553,0.027186274204483062,0.027186147356532953,0.027186274205248065,0.0002718614735653295,0.00027186274205248065,0.0002718616561113782,NonNecessary,False,True,True,1.82250825595109e-08,1.3618823206975749e-05,1.3618886736306425e-05,-6.35293306761091e-11,False,0.10781839996343479
collective,125,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3588055968284607,0.049234039721963635,0.049234039778549524,0.04923403972415,0.0005009471556812535,0.0005009471556671573,0.0005009471562252488,98.28190291849994,98.28190303145773,98.28190281177233,98.2819030342233,0.9828190281177233,0.9828190303422332,0.9828190292286438,JointlyNecessary,True,True,True,4.364460142903917e-09,2.7237646413951497e-05,2.723777347261285e-05,0.04920680194849102,True,0.053244899958372116
collective,126,2,4,1,Exponential,1,5.0,1,1,0,1,0.2535688579082489,1.3633046695802806e-05,1.3633057908755578e-05,1.3633051402519702e-05,0.000502444577768498,0.0005024445777584981,0.0005024445778335603,0.027133433813438926,0.027133456130234185,0.027133433809925375,0.02713345613077421,0.00027133433809925375,0.0002713345613077421,0.00027133443181072897,NonNecessary,False,True,True,9.367633931770857e-09,1.3633046695802806e-05,1.3633057908755578e-05,-1.1212952771895586e-11,False,0.10264600004302338
collective,126,2,4,2,Exponential,2,10.0,1,2,0;1,1;2,0.3586004972457886,0.04941339038747567,0.04941339039700174,0.049413390390495505,0.000502444577768498,0.0005024445777584981,0.0005024445778335603,98.3459521186095,98.34595213756894,98.34595210587453,98.34595213952628,0.9834595210587453,0.9834595213952628,0.9834595212461978,JointlyNecessary,True,True,True,6.01028266095517e-09,2.7266093391605612e-05,2.7266115817511156e-05,0.04938612427165816,True,0.056458699982613325
